,﻿MessageID,ThreadID,ThreadName,MemberID,MemberName,Message,P_Year,P_Month,P_Day,P_Date,ThreadFirstMessageID
18268,39850,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,1726,dandapeerofpak,"Quote: Originally Posted by Asad'Allah I DLed the archive links from bro dandpeerofpaak, and the videos didnt even work akhi the videos on archive link working here with me",2009,09,22,2009-09-22 00:00:00.000,39792
18269,39851,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,145,Abdul Rashid,"Quote: Originally Posted by Asad'Allah I DLed the archive links from bro dandpeerofpaak, and the videos didnt even work It worked for me",2009,09,22,2009-09-22 00:00:00.000,39792
18270,39852,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,1726,dandapeerofpak,i posted 100 % working videos link you can check here insha'Allah again http://www.archive.org/details.php?i...=9-11-Surprise,2009,09,22,2009-09-22 00:00:00.000,39792
18271,39853,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,930,wa1slama,Does anyone know a good MP4 Player program??,2009,09,22,2009-09-22 00:00:00.000,39792
18272,39855,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,1738,Censored31,"Quote: Originally Posted by dandapeerofpak i posted 100 % working videos link you can check here insha'Allah again http://www.archive.org/details.php?i...=9-11-Surprise Salaam alaikoum wa rahmatullah wa barakatu agy, I checked the direct link but after ten minutes...it was finished...then I found out it was probably the first part... Then I checked out the comments of the Brothers and I saw yours...I clicked on the link and I took the first (with windows player) My question is now...will it stop after ten minutes too???",2009,09,22,2009-09-22 00:00:00.000,39792
18273,39856,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,1726,dandapeerofpak,Akhi download the below file and it will let you play videos of all kinds of format on your window media player and you would not even have video problem of freezing klcodec400f video codec http://ftp.freenet.de/pub/filepilot/...lcodec400f.exe http://www.amadis-soft.com/codec/klcodec400f.exe,2009,09,22,2009-09-22 00:00:00.000,39792
18274,39857,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,1726,dandapeerofpak,hahaha nah akhi it have took almost hour with me to download part 1 and video is working 100 % fine i give you another advice some times when internet speed is slow downloading file break from archive and other networks best solution is opera internet browser speed is also very good for downloading bcoz it have its own download manager &amp; if your download stops or break you can resume it now choice it yours ..........,2009,09,22,2009-09-22 00:00:00.000,39792
18277,39860,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,145,Abdul Rashid,use Flash Get http://download.cnet.com/FlashGet/30...-10566273.html,2009,09,22,2009-09-22 00:00:00.000,39792
18278,39861,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,1738,Censored31,"...to Brother dandapeerofpak Mash'Allah agy, I would like to ask you one question...what is the duration of part I ?",2009,09,22,2009-09-22 00:00:00.000,39792
18280,39863,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,1743,yuma,Quote: Originally Posted by dandapeerofpak Akhi which software is use to make this kind of screen capture??? bcoz i use power dvd print screen and paint but i dunno how to mak ethis kind of screen capture kindly tell me how??? I used a program called video thumbnails maker (as i says in the right upper corner). There are many programs that make such screens. Quote: Originally Posted by wa1slama Does anyone know a good MP4 Player program?? Just use media player classic or vlc player or something like that. I skipped through the video and did not notice any errors?,2009,09,22,2009-09-22 00:00:00.000,39792
18281,39864,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,1738,Censored31,...to Brother Yuma... thank you for the screenshots but their are tooo big for the size of my blog...can I ask you to make them a little bit smaller,2009,09,22,2009-09-22 00:00:00.000,39792
18286,39874,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,1726,dandapeerofpak,Quote: Originally Posted by Censored31 ...to Brother Yuma... thank you for the screenshots but their are tooo big for the size of my blog...can I ask you to make them a little bit smaller How about now akhi,2009,09,22,2009-09-22 00:00:00.000,39792
18287,39875,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,1738,Censored31,"... suote: ""How about now akhi"" Thank youvery much Brother...may Allah reward you. P.S.: is part I taking 10 min.???",2009,09,22,2009-09-22 00:00:00.000,39792
18288,39877,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,1743,yuma,Quote: Originally Posted by Censored31 ...to Brother Yuma... thank you for the screenshots but their are tooo big for the size of my blog...can I ask you to make them a little bit smaller Sure akhi How do you like these? http://img5.imagebanana.com/img/19zx8x03/thumbs.jpg http://img5.imagebanana.com/img/l8vjtfrt/thumbs.jpg,2009,09,22,2009-09-22 00:00:00.000,39792
18289,39878,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,1726,dandapeerofpak,I used a program called video thumbnails maker (as i says in the right upper corner). There are many programs that make such screens. JazakAllah khair akhi yuma,2009,09,22,2009-09-22 00:00:00.000,39792
18290,39879,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,1743,yuma,"Quote: Originally Posted by Censored31 P.S.: is part I taking 10 min.??? No ahki, it is 53:45 long, as it says in the screen. But thanks for asking, i did not notice that there are two parts until now. ^^ Screens for the second part coming soon insha Allah.",2009,09,22,2009-09-22 00:00:00.000,39792
18292,39884,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,10,Asadullah Alshishani,"Assalaamu alaykum, For those of you who say that the video does not play it is most likely because you PC does not have the proper codec. Download a MPEG4 codec, or VCL or Quicktime player. Insha'Allah it will play for you then. In the second half, I noticed that the one Pakistani brother who was killed shaheed (I do not remember his name) was speaking English. Adam Gadahn (ha) was also speaking English. A shame about no subs and the voice overs because I am sure that what was spoken by Sheikh Ayman, Abu Yahya, and Atyatullah (ha) were words of worth their weight in gold.",2009,09,22,2009-09-22 00:00:00.000,39792
18293,39887,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,1743,yuma,Screens for the second part:,2009,09,22,2009-09-22 00:00:00.000,39792
18295,39893,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,1726,dandapeerofpak,akhi dont worry english of this video comming soon lol bcoz video name inside is arabic-9/11 and for sure there will be english 9-11 also 100 % sure about it bcoz when they are making videos withsubtitles they are giving such names arabic english german and so on InaAllaha Ma'Aasabireen,2009,09,22,2009-09-22 00:00:00.000,39792
18302,39905,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,343,Asad'Allah,"Just to make sure, when all the parts are extract..i extract from the 1st of 7 parts right?",2009,09,22,2009-09-22 00:00:00.000,39792
18303,39908,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,10,Asadullah Alshishani,"Quote: Just to make sure, when all the parts are extract..i extract from the 1st or 7 parts right? Extract from the first.",2009,09,22,2009-09-22 00:00:00.000,39792
18305,39910,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,1743,yuma,Make a right click on the first part and choose 'Extract here'.,2009,09,22,2009-09-22 00:00:00.000,39792
18306,39911,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,343,Asad'Allah,Quote: Originally Posted by Asadullah Alshishani Extract from the first. Ya akhi! LOL...I extracted from the last part and now it has no glitches...Allahu akbar!,2009,09,22,2009-09-22 00:00:00.000,39792
18307,39913,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,1738,Censored31,Inch'Allah ...those videos will be on youtube or something similar so the whole world can see and understand. Amin,2009,09,22,2009-09-22 00:00:00.000,39792
18310,39922,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,guest3,guest3,"Abu Yazid's beard mashaAllah, channeling sh. Abu Hafs. May Allah protect him and make him an IED on the salibieen's long road to jahannum!",2009,09,23,2009-09-23 00:00:00.000,39792
18314,39933,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,343,Asad'Allah,You have a beautiful way of wording things,2009,09,23,2009-09-23 00:00:00.000,39792
18315,39937,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,10,Asadullah Alshishani,"Quote: Abu Yazid's beard mashaAllah How do you mean, akhi? That it is dyed with henna? That is Sunnah. And does anyone know where Sheikh Atyatullah (ha) is from, because in the video he looks White and younger. May God bless him, he is such a wonderful brother. Alhamdullah, now the Sheikh is a member of fallujah forums.",2009,09,23,2009-09-23 00:00:00.000,39792
18316,39939,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,343,Asad'Allah,I think the brother is commenting on how the brother dyes his beard just like how brother Muhammad Atef{Rahimullah} used to do the same,2009,09,23,2009-09-23 00:00:00.000,39792
18317,3994,1893,Latest News About The Mujahideen In Somalia,54,ANSAR 007,"Shabelle: SOMALIA MOGADISHU (Sh. M. Network)--Two African Union troops have been injured in a blast that targeted them in Mogadishu, witnesses told Shabelle Media on Wednesday. Witnesses said two explosions targeted African Union peace keepers known as AMISOM and Somali police forces who were inspecting mines on the road to Aden Ade International airport in the capital. Witnesses told Shabelle Media that the AMISOM soldiers retrieved two injured soldiers from the scene. After the explosions, the AU troops with the government soldiers fired heavy gun fire but no casualties have been reported yet. Shabelle Media tried to contact the AMISOM spokesperman in Mogadishu, but could not reach him. No group has claimed the responsibility of the explosions yet",2009,03,18,2009-03-18 00:00:00.000,3545
18318,3995,1893,Latest News About The Mujahideen In Somalia,54,ANSAR 007,"Shabelle: SOMALIA BAIDOA (Sh. M. Network) ----Heavy fighting between al-shabab Islamists and government soldiers is underway in Rabdhure district in Bakol region in southwestern Somalia, Shabelle’s Muhyadin Hassan reports on Wednesday. The fighting stated after the government soldiers who were routed in recent fighting with al-Shabab in the region attacked the town where al-Shabab Islamists have been controlling recently. Witness told Shabelle Media that a vehicle has been burnt from the government soldiers. People were killed and wounded in the fighting, but it is not known the exact figures yet. Al-Shabab Islamists ousted the government soldiers from Baidoa and Hudur towns after the Ethiopian troops left the country two months ago.",2009,03,18,2009-03-18 00:00:00.000,3545
18320,39951,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,450,covertbabo,"Quote: Originally Posted by Asadullah Alshishani does anyone know where Sheikh Atyatullah (ha) is from May God bless him, he is such a wonderful brother. I heard Libya, not sure tho. Yes he is da man",2009,09,23,2009-09-23 00:00:00.000,39792
18322,3996,1893,Latest News About The Mujahideen In Somalia,54,ANSAR 007,"BAIDOA (Sh. M. Network) ---Calm has returned to Rabdhure district in Bakol region in southwestern Somalia after fierce fighting that killed about seventeen people in the town on Wednesday. Government troops attacked al-Shabab Islamists in the southwestern Islamist stronghold of Rabdhure town, sparking heavy exchanges early Wednesday. The governor of Bay and Bakol regions of al-Shabab administration in southwestern Somalia, Sheik Hassan Mohamed Ali (Abu Ayman) held a press conference in Baidoa and said that they have killed many government soldiers in today’s battle. “We killed 16 soldiers including top officials from those who attacked us today as far as we know and we have captured many weapons from them,” said Abu Ayman. Residents said they saw several bodies after the fighting subsided. Asked about the casualties of their side he said one of their fighters died in the skirmish. Al-Shabab controls several towns in southern and central Somalia, which they recently re-took in battles against the Ethiopia-backed Somali troops who ousted their movement in early 2007. Ethiopian forces pulled out of Somalia in January, ending a two-year of ill-fated intervention.",2009,03,18,2009-03-18 00:00:00.000,3545
18355,40017,1893,Latest News About The Mujahideen In Somalia,930,wa1slama,"Somalia: Uganda president wants peacekeepers in Kismayo, Baidoa 22 Sep 22, 2009 - 11:13:48 PM NEW YORK, USA Sep 22 (Garowe Online) - Uganda's president has urged the international community to support the expansion of the African Union peacekeeping force (AMISOM) currently serving in the Somali capital Mogadishu, Radio Garowe reports. Yoweri Museveni, the president of Uganda, has called on the U.S. government to reinforce military plans to boost AMISOM peacekeepers in Somalia in order to safeguard the Transitional Federal Government (TFG) in Mogadishu from collapse. President Museveni, who is in New York to attend the U.N. General Assembly, was addressing reporters after meeting with U.S. Ambassador the U.N., Dr. Susan Rice. “The interest of Uganda is to ensure total peace in Somalia,” President Museveni said, according to the Ugandan newspaper, Daily Monitor. The Ugandan leader called for AMISOM peacekeepers to reach the authorized force of 8,000 soldiers, some of which would be deployed in the key towns of Kismayo and Baidoa. Currently, Kismayo and Baidoa remain under the control of Al Shabaab, the strongest insurgent faction in Somalia. The 5,000-strong AMISOM peacekeeping force consists of Ugandan and Burundian soldiers. Many African countries that have pledged to boost the peacekeepers in Mogadishu have not lived up to earlier promises. On Sep. 17, Al Shabaab suicide car bombers struck the AMISOM force headquarters at Mogadishu's international airport, killing at least 21 people. It was the deadliest attack on the African peacekeepers since AMISOM deployed in Mogadishu in March 2007. Source: Garowe Online",2009,09,23,2009-09-23 00:00:00.000,3545
18356,40020,1893,Latest News About The Mujahideen In Somalia,930,wa1slama,"The Islamic Administration of Kismayo town have now officially joined the ranks of Al-Shabaab. They have changed their name into, the Islamic Provinance of Jubba http://www.soomaalinews.com/warkii/view_contents.php?articleid=14346 Soon: English article, insha'Allah",2009,09,23,2009-09-23 00:00:00.000,3545
18391,40084,13591,"As-Sahab: 9/11 Suprise ""The West... and the Gloomy Tunnel""",54,ANSAR 007,بسم الله الرحمن الرحيم مؤسسة السحاب للإنتاج الإعلامي تقدم الإصدار المرئي الضخم [ الغــــرب ..... والنـفـــــق المـــــــظلـــم ] للمشاهدة المباشرة الإصدار كاملا غير مجزء http://www.megavideo.com/?v=YDNP81NA الجزء الاول مدته :- 53:46 http://www.megavideo.com/?v=NWVMCTU8 الجزء الثاني مدته :- 52:57 http://www.megavideo.com/?v=MC6PWYSA للتحميل صفحة الارشيف - منسقة http://www.archive.org/details/Al-Ga...afaq-Al-Mozlem الإصدار كاملا غير مجزء الحجم 1.26 GB http://www.multiupload.com/81GU86VLB6 http://www.adrive.com/public/ad5375c...985fa56c0.html http://www.archive.org/download/Al-G...-Al-Mozlem.mp4 http://ia311014.us.archive.org/2/ite...-Al-Mozlem.mp4 ========== الجزء الأول جودة عالية الحجم 648.94 MB http://www.multiupload.com/04SK3KC2VK http://www.adrive.com/public/d496be2...ea32f81d4.html http://www.archive.org/download/Al-G...lem-1-High.mp4 http://ia311014.us.archive.org/2/ite...lem-1-High.mp4 جودة متوسطة الحجم 242.61 MB http://www.multiupload.com/KGRFWEXWGT http://www.adrive.com/public/151d3fd...94b5499c6.html http://www.archive.org/download/Al-G...m-1-Medium.wmv http://ia311014.us.archive.org/2/ite...m-1-Medium.wmv جودة منخفضة الحجم 86.63 MB http://www.multiupload.com/NYYON4TP6A http://www.adrive.com/public/408fb84...f4b7bd40f.html http://www.archive.org/download/Al-G...zlem-1-Low.wmv http://ia311014.us.archive.org/2/ite...zlem-1-Low.wmv جودة جوال الحجم 73.01 MB http://www.multiupload.com/AUR2AKCH90 http://www.adrive.com/public/9cdd4d3...01f8cdc28.html http://www.archive.org/download/Al-G...m-1-Mobile.3gp http://ia311014.us.archive.org/2/ite...m-1-Mobile.3gp ========== الجزء الثاني جودة عالية الحجم 639.05 MB http://www.multiupload.com/D5T8DV0DUD http://www.adrive.com/public/a537863...2205941c1.html http://www.archive.org/download/Al-G...lem-2-High.mp4 http://ia311014.us.archive.org/2/ite...lem-2-High.mp4 جودة متوسطة الحجم 115.97 MB http://www.multiupload.com/6G7RSKJGG2 http://www.adrive.com/public/473ee20...ba166fed8.html http://www.archive.org/download/Al-G...-2-Medium.rmvb http://ia311014.us.archive.org/2/ite...-2-Medium.rmvb جودة منخفضة الحجم 39.56 MB http://www.multiupload.com/LA3SLR835P http://www.adrive.com/public/bad6760...8c9aebdf2.html http://www.archive.org/download/Al-G...ozlem-2-Low.rm http://ia311014.us.archive.org/2/ite...ozlem-2-Low.rm جودة جوال الحجم 43.70 MB http://www.multiupload.com/2HP7ZP4RDJ http://www.adrive.com/public/8998df2...1e06b1d08.html http://www.archive.org/download/Al-G...m-2-Mobile.3gp http://ia311014.us.archive.org/2/ite...m-2-Mobile.3gp ولا تنسوني من دعائكم اخوكم / ابو يحيى المدني,2009,09,23,2009-09-23 00:00:00.000,39792
18405,40110,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,534,bintulislam,Is a translation expected soon ?,2009,09,23,2009-09-23 00:00:00.000,39792
18431,40181,13656,"What a ""Islamic Army"".......?opening  cinemas and  shrines in Swat",1528,lalaje,"MINGORA: Film shows and other forms of entertainment returned to Swat district on Monday, after about three years. On the first day of Eid a new Pashto film was released in two cinema halls which ran three daily shows. Authorities did not allow the late-night show because of curfew. Another cinema house is likely to reopen in a few days. People queuing up to buy tickets for ‘Gul Soorey Soorey Kram’ had to undergo a thorough body search. On Tuesday, police had to use batons to disperse a large crowd which had gathered outside a cinema. Because of the disturbance the first two shows at the hall were cancelled. Entertainment business in Swat suffered huge losses over the past three years. The Taliban had forced dancers and musicians and owners of video and audio shops to either abandon their work or leave the district. Early this year, they killed dancer Shabana and hung her body from a lamppost in a chowk. Pakistani army also opened shrine of ""Peer baba"" where people worship other than Allah...........what a islamic army and what a jihad is done in swat.................................?",2009,09,24,2009-09-24 00:00:00.000,40181
18434,40189,13656,What a &quot;Islamic Army&quot;.......?opening  cinemas and  shrines in Swat,fighter,fighter,"Insha Allah, more Shabanas will be seen hanged very soon.",2009,09,24,2009-09-24 00:00:00.000,40181
18450,40209,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,1698,Paganslayer,Barak Allahu feek!,2009,09,24,2009-09-24 00:00:00.000,39792
18451,40211,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,1776,PHTH,waiting anxiously for english subtitles!,2009,09,25,2009-09-25 00:00:00.000,39792
18453,40216,13656,What a &quot;Islamic Army&quot;.......?opening  cinemas and  shrines in Swat,10,Asadullah Alshishani,Pak army and gov't is dime store hypocrites.,2009,09,25,2009-09-25 00:00:00.000,40181
18460,40228,13656,What a &quot;Islamic Army&quot;.......?opening  cinemas and  shrines in Swat,139,Thunderman,"Quote: Originally Posted by lalaje MINGORA: Film shows and other forms of entertainment returned to Swat district on Monday, after about three years. On the first day of Eid a new Pashto film was released in two cinema halls which ran three daily shows. Authorities did not allow the late-night show because of curfew. Another cinema house is likely to reopen in a few days. People queuing up to buy tickets for ‘Gul Soorey Soorey Kram’ had to undergo a thorough body search. On Tuesday, police had to use batons to disperse a large crowd which had gathered outside a cinema. Because of the disturbance the first two shows at the hall were cancelled. Entertainment business in Swat suffered huge losses over the past three years. The Taliban had forced dancers and musicians and owners of video and audio shops to either abandon their work or leave the district. Early this year, they killed dancer Shabana and hung her body from a lamppost in a chowk. Pakistani army also opened shrine of ""Peer baba"" where people worship other than Allah...........what a islamic army and what a jihad is done in swat.................................? Esselamu aleikum What is this? Killing somebody for being a dancer? Is this really true? This is way to extreme if this is true what the article is saying, you cannot kill someone in Islam simply for being a dancer. However as allways, we should view with suspicion everything the anti-jihadi media writes, however if it is true we should all condemn this and ask Allah (swt) to guide those who did this.",2009,09,25,2009-09-25 00:00:00.000,40181
18463,40233,13656,What a &quot;Islamic Army&quot;.......?opening  cinemas and  shrines in Swat,10,Asadullah Alshishani,"Wa alaykum assalaam, Quote: What is this? Killing somebody for being a dancer? Is this really true? This is way to extreme if this is true what the article is saying, you cannot kill someone in Islam simply for being a dancer. I think ""dancer"" might be used here as a polite word for ""stripper"".",2009,09,25,2009-09-25 00:00:00.000,40181
18470,40242,13656,What a &quot;Islamic Army&quot;.......?opening  cinemas and  shrines in Swat,139,Thunderman,"Asadullah Alshishani Even suppose she was a confirmed prostitute, you cannot kill someone unless they are married, because we know the punishment is lashes for fornication, so how about dancing even supposed it was as you said stripping it is undoubtely less than lashing, let alone execution.",2009,09,24,2009-09-24 00:00:00.000,40181
18476,40252,13656,What a &quot;Islamic Army&quot;.......?opening  cinemas and  shrines in Swat,fighter,fighter,"Whether Taliban did this or not, these shabanas deserve more than what which is inflicted upon.",2009,09,24,2009-09-24 00:00:00.000,40181
18477,40254,13656,What a &quot;Islamic Army&quot;.......?opening  cinemas and  shrines in Swat,10,Asadullah Alshishani,"Quote: Even suppose she was a confirmed prostitute, you cannot kill someone unless they are married, because we know the punishment is lashes for fornication, so how about dancing even supposed it was as you said stripping it is undoubtely less than lashing, let alone execution. Quote: Whether Taliban did this or not, these shabanas deserve more than what which is inflicted upon. I do not know the situation for a fact, nor can I confirm that is even true that anyone is being killed. I only guessed. Maybe they were married? Maybe they had AIDS and spread it? Maybe it is a lie? Allahu'Alam.",2009,09,24,2009-09-24 00:00:00.000,40181
18486,40263,1893,Latest News About The Mujahideen In Somalia,930,wa1slama,"Top Islamist leader boycotts new Islamic administration announcement in Kismayu town Posted: 9/24/2009 11:16:00 AM Shabelle: SOMALIA KISMAYU (Sh. M. Network) – Sheik Hassan Abdullahi Hersi known as (Turki), a top Islamist leader against the transitional government has Thursday boycotted new Islamic administration announced Wednesday in Kismayu town, 500 kilometers south of the Somali capital Mogadishu. The leader held press conference through the telephone and said that he was greatly against yesterday’s statement from the Islamic administration of Kismayu town for uniting with the other administrations in Jubba regions which manned by Harakat Al-shabab Mujahideen. Sheik Hassan Turki also said in his press conference that there was a promise between his administration and Harakat Al-shabab Mujahideen for sharing the administration of Kismayu town which he pointed out it was halted adding that the port town of Kismayu was jointly captured by Harakat Al-shabab Mujahideen, Raskanboni and Anole. He reiterated that he will never recognize the new administration which announce in Kismayu on Wednesday saying that it seemed to him that the promise of powers who captured the town earlier was totally disproved. “I don’t believe or recognize and I will also not believe the new administration in Kismayu town. We see it that it was built by only one clan so it does not represent all the other clans who agreed together earlier,” Sheik Hassan said. The statement of the Islamist leader Sheik Hassan Abdullahi Hersi known as (Turki) comes as the spokesman of Kismayu town administration Sheik Hassan Ya’qub Ali said Wednesday that they had united with the other Islamic administrations in Jubba regions and led by Harakat Al-shabab Mujahideen. SOURCE",2009,09,24,2009-09-24 00:00:00.000,3545
18490,40269,13656,What a &quot;Islamic Army&quot;.......?opening  cinemas and  shrines in Swat,343,Asad'Allah,The fitna of this dancer might be worse then her death. Not to say the death was bad.,2009,09,24,2009-09-24 00:00:00.000,40181
18492,40273,1893,Latest News About The Mujahideen In Somalia,930,wa1slama,"Somalia: Kismayo Islamists reject Uganda leader's plans 23 Sep 23, 2009 - 11:51:46 PM KISMAYO, Somalia Sep 23 (Garowe Online) - Somali Islamists who control the Horn of Africa country's southern port of Kismayo have rejected comments attributed to Ugandan President Yoweri Museveni, Radio Garowe reports. Sheikh Hassan Yakub, spokesman for Al Shabaab administrators in Kismayo, told reporters Wednesday that the Ugandan leader's plan to deploy African Union peacekeepers (AMISOM) to Kismayo and Baidoa is aimed at ""misleading"" the international community. Al Shabaab: ""He [Ugandan President] wants to gain project funds from the international community,"" said Sheikh Yakub, who was speaking at a press conference in Kismayo. According to the spokesman, the Al Shabaab administration in Kismayo has formally changed its name to the ""Islamic Walaayah of Jubba."" It is not clear whether or not all armed factions in Kismayo agree with this new name, but a political dispute has been brewing over the administration of Kismayo in recent months. Kismayo was seized in Aug. 2008 by a coalition of clan militias and Islamist fighters, including Al Shabaab, Ras Kamboni and Anole. While Ras Kamboni and Anole merged with other factions to form Hizbul Islam in early 2009, Al Shabaab has remained fiercely independent and has maintained an iron-grip control in Kismayo. Inside sources say Hizbul Islam political leaders have been attempting to mediate between Al Shabaab and the Ras Kamboni-Anole alliance. While Al Shabaab is a multi-clan faction that primarily draws support from the outside, Ras Kamboni and Anole draw support from the local Darod clans in Middle Jubba and Lower Jubba regions. Source: Garowe Online",2009,09,24,2009-09-24 00:00:00.000,3545
18498,40288,13656,What a &quot;Islamic Army&quot;.......?opening  cinemas and  shrines in Swat,fighter,fighter,Quote: Originally Posted by Asad'Allah The fitna of this dancer might be worse then her death. Not to say the death was bad. Indeed.,2009,09,24,2009-09-24 00:00:00.000,40181
18511,40308,13656,What a &quot;Islamic Army&quot;.......?opening  cinemas and  shrines in Swat,1528,lalaje,"Quote: Originally Posted by Thunderman if it is true we should all condemn this and ask Allah (swt) to guide those who did this. aslamoalaikum................brother first of all u do not know the sitituion and u r condemning the mujahideen...............u should first get knowledge of real matter and then give your coments...............otherwise u should leave it on the mujahidenn belonging the matter they know best and they have ""ulma"".............secondly she is not only a dancer she is a professional ""Zania"" which do it for money......and make all the society dirty and full of sex...............mujahideen first warn all these criminals and when they do not stop this............mujahideen take action...............secondly before giving coments u should concern ulma and know all his aspects through quran o sunnah...........................u know that islamic govt can do this they can kill a person who do not leave such big ""Gunah"" ...........sahabas killed person who did no leave drinking alcohal when he was giving advice and punishment both......there is also a hadith in which when sahabi asked prophet (pbuh) about his tribe men who do not leave drinking alcohal then prophet(pbuh) said .............u should fight with them...................................so this is matter concern to ulma and leaders of mujahideen...............so plz be carefull before codemning in such manner...........",2009,09,24,2009-09-24 00:00:00.000,40181
18539,40335,13656,What a &quot;Islamic Army&quot;.......?opening  cinemas and  shrines in Swat,137,tarbiya,"Quote: Originally Posted by Thunderman Esselamu aleikum What is this? Killing somebody for being a dancer? Is this really true? This is way to extreme if this is true what the article is saying, you cannot kill someone in Islam simply for being a dancer. However as allways, we should view with suspicion everything the anti-jihadi media writes, however if it is true we should all condemn this and ask Allah (swt) to guide those who did this. wa alaykum as salaam akhi, I believe this is referring to a famous recent case of the so called ""dancer"" who was in fact one of many a professional prostitutes working in that area. With regards to killing these vile and filthy women, then if you research books of fiqh, you will find that it is permissible for a qaadhi or a haakim to apply the hadd punishment upon such prostitutes which is ""suitable"" to their particular situation. So as I have mentioned before on the forum, the sahaabah would cut the hand of a common thief........but they would execute highwaymen and bandits [bughaat] due to the effect of the latter being more damaging than the common theif. Similarly, a NON PROSTITUTE woman who is married is stoned to death for fornication, and a single woman is lashed or imprisoned/banished etc for fornication depending upon the situation and judgement of the qaadhee. As for when the filthy prositute woman fornicates for money, then this crime is FAR WORSE that the sin of fornicating due to hawaa'..... thus you will find the fuqahaa' of the Salaf being far more harsh in their punishments then they are with a faasiqah Muslimah who followed her hawaa' for exmaple. I agree with our noble brother lalaje, that is incorrect to condemn a hadd punishment which the Scholars of swat have issued upon someone, as we here in cyberspace do not know all the details of the case of this particular filthy woman. It is quite permissible for the qaadhee or haakim to sentence to death a bandit, drug dealer, pimp, or professional prostitute, or deviant, if that is the most suitable sentence. As we know, there is scope in the Sharee'ah huddood [prescribed punishments] for leniency for those who deserve leniency, and harshness for those who deserve harshness, just as the noble Salaf used to vary in their rulings accordingly. If you research the issue of ""prostitutes"" who will find very harsh rulings from many of the Imaams of the Salaf so do NOT be suprised insha'Allah. May Allah guide such women to repent, and may Allah reward the Scholars of swat area for their ijtihaad in such difficult times of fitnah. And Allah knows best. was salaam.",2009,09,24,2009-09-24 00:00:00.000,40181
18562,40361,13591,As-Sahab: 9/11 Suprise &quot;The West... and the Gloomy Tunnel&quot;,1056,Mahaz,"Quote: Originally Posted by wa1slama Does anyone know a good MP4 Player program?? Assalaamu alaikum , try VLC player bro it plays just about everything aswell.",2009,09,24,2009-09-24 00:00:00.000,39792
